Unnamed: 0,unidad,calle_unidad,nro_unidad,barrio_unidad,distrito,zona,manzana,parcela,Nomenclatu,Categoria_perfil,Descripcion_perfil,geometry,Estado,Tipo_Parce,_merge,gestor,tasa_interes_anual,plazo_meses,capital_original,fecha_inicio,fecha_vencimiento,dias_mora,score_riesgo,bucket_mora,estado_credito,saldo_capital,intereses_devengados,saldo_total,pagos_ultimo_mes,fecha_ultimo_pago
119,236568,LA PLATA                                ,750,JUNIORS                                 ,1,33,60,1,1101010133060001,Perfil Con Límites,Perfil Con Límites. Sin actividad declarada. NSE sin determinar. Sin registraciones de deuda vigente en BCRA. Sin atrasos en los últimos 24 meses con entidades financieras. Sin información judicial relevada. No registra compromiso mensual asumido.,"POLYGON ((4388736.91722124 6523666.98425427, 4388706.72981142 6523683.70296059, 4388706.16731338 6523685.70295487, 4388705.85481476 6523688.54669664, 4388706.04231457 6523690.64044052, 4388741.13597147 6523742.01528517, 4388760.51090807 6523697.98416013, 4388755.51092221 6523695.98416679, 4388755.51092221 6523695.98416679, 4388746.44844785 6523692.32792892, 4388746.44844785 6523692.32792892, 4388737.85472215 6523688.82794053, 4388736.91722124 6523666.98425427))",EDIFICADO PH,URBANO,both,Estudio A,84,48,298000,2023-02-16,2027-02-16,82,54,61-90 días,En mora,131200,24800,156000,0,2026-01-26
120,236568,LA PLATA                                ,750,JUNIORS                                 ,1,33,60,1,1101010133060001,Perfil Adecuado,"Perfil Adecuado. Con actividad. NSE D2. De cumplimiento normal con entidades financieras. Sin atrasos en los últimos 24 meses con entidades financieras. Sin información judicial relevada. Registra un compromiso mensual entre $6.500,00 y $7.000,00.","POLYGON ((4388736.91722124 6523666.98425427, 4388706.72981142 6523683.70296059, 4388706.16731338 6523685.70295487, 4388705.85481476 6523688.54669664, 4388706.04231457 6523690.64044052, 4388741.13597147 6523742.01528517, 4388760.51090807 6523697.98416013, 4388755.51092221 6523695.98416679, 4388755.51092221 6523695.98416679, 4388746.44844785 6523692.32792892, 4388746.44844785 6523692.32792892, 4388737.85472215 6523688.82794053, 4388736.91722124 6523666.98425427))",EDIFICADO PH,URBANO,both,Estudio B,72,18,253000,2023-08-29,2025-02-28,34,52,31-60 días,En mora,23600,1600,25200,14100,2026-02-25
121,236568,LA PLATA                                ,750,JUNIORS                                 ,1,33,60,1,1101010133060001,Perfil Adecuado,Perfil Adecuado. Con actividad. NSE sin determinar. Sin registraciones de deuda vigente en BCRA. Sin atrasos en los últimos 24 meses con entidades financieras. Registra información judicial relevada y/o edictos publicados. No registra compromiso mensual asumido.,"POLYGON ((4388736.91722124 6523666.98425427, 4388706.72981142 6523683.70296059, 4388706.16731338 6523685.70295487, 4388705.85481476 6523688.54669664, 4388706.04231457 6523690.64044052, 4388741.13597147 6523742.01528517, 4388760.51090807 6523697.98416013, 4388755.51092221 6523695.98416679, 4388755.51092221 6523695.98416679, 4388746.44844785 6523692.32792892, 4388746.44844785 6523692.32792892, 4388737.85472215 6523688.82794053, 4388736.91722124 6523666.98425427))",EDIFICADO PH,URBANO,both,Estudio C,120,48,966000,2024-01-26,2028-01-26,7,58,1-30 días,En mora,454300,44800,499100,20100,2026-04-06
122,236568,LA PLATA                                ,750,JUNIORS                                 ,1,33,60,1,1101010133060001,Perfil Con Límites,"Perfil Con Límites. Sin actividad declarada. NSE sin determinar. De cumplimiento normal con entidades financieras. Con atrasos en los últimos 24 meses según BCRA. Sin información judicial relevada. Registra un compromiso mensual entre $345.000,00 y $345.500,00.","POLYGON ((4388736.91722124 6523666.98425427, 4388706.72981142 6523683.70296059, 4388706.16731338 6523685.70295487, 4388705.85481476 6523688.54669664, 4388706.04231457 6523690.64044052, 4388741.13597147 6523742.01528517, 4388760.51090807 6523697.98416013, 4388755.51092221 6523695.98416679, 4388755.51092221 6523695.98416679, 4388746.44844785 6523692.32792892, 4388746.44844785 6523692.32792892, 4388737.85472215 6523688.82794053, 4388736.91722124 6523666.98425427))",EDIFICADO PH,URBANO,both,Estudio C,72,24,174000,2023-04-19,2025-04-19,56,37,31-60 días,En mora,26700,2900,29600,0,2026-02-23
123,236568,LA PLATA                                ,750,JUNIORS                                 ,1,33,60,1,1101010133060001,Perfil Muy Bueno,"Perfil Muy Bueno. Con actividad. NSE C1. De cumplimiento normal con entidades financieras. Sin atrasos en los últimos 24 meses con entidades financieras. Sin información judicial relevada. Registra un compromiso mensual entre $800.000,00 y $800.500,00.","POLYGON ((4388736.91722124 6523666.98425427, 4388706.72981142 6523683.70296059, 4388706.16731338 6523685.70295487, 4388705.85481476 6523688.54669664, 4388706.04231457 6523690.64044052, 4388741.13597147 6523742.01528517, 4388760.51090807 6523697.98416013, 4388755.51092221 6523695.98416679, 4388755.51092221 6523695.98416679, 4388746.44844785 6523692.32792892, 4388746.44844785 6523692.32792892, 4388737.85472215 6523688.82794053, 4388736.91722124 6523666.98425427))",EDIFICADO PH,URBANO,both,Estudio B,84,6,207000,2024-06-03,2024-12-03,6,70,1-30 días,En mora,3400,200,3600,34500,2026-03-25
124,236568,LA PLATA                                ,750,JUNIORS                                 ,1,33,60,1,1101010133060001,Perfil Adecuado,"Perfil Adecuado. Con actividad. NSE sin determinar. De cumplimiento normal con entidades financieras. Sin atrasos en los últimos 24 meses con entidades financieras. Sin información judicial relevada. Registra un compromiso mensual entre $71.500,00 y $72.000,00.","POLYGON ((4388736.91722124 6523666.98425427, 4388706.72981142 6523683.70296059, 4388706.16731338 6523685.70295487, 4388705.85481476 6523688.54669664, 4388706.04231457 6523690.64044052, 4388741.13597147 6523742.01528517, 4388760.51090807 6523697.98416013, 4388755.51092221 6523695.98416679, 4388755.51092221 6523695.98416679, 4388746.44844785 6523692.32792892, 4388746.44844785 6523692.32792892, 4388737.85472215 6523688.82794053, 4388736.91722124 6523666.98425427))",EDIFICADO PH,URBANO,both,Estudio D,84,48,420000,2024-06-25,2028-06-25,22,57,1-30 días,En mora,258200,17800,276000,0,2026-03-27
125,236621,LA PLATA                                ,750,JUNIORS                                 ,1,33,60,1,1101010133060001,Perfil Muy Bueno,"Perfil Muy Bueno. Con actividad. NSE C1. De cumplimiento normal con entidades financieras. Sin atrasos en los últimos 24 meses con entidades financieras. Sin información judicial relevada. Registra un compromiso mensual entre $111.500,00 y $112.000,00.","POLYGON ((4388736.91722124 6523666.98425427, 4388706.72981142 6523683.70296059, 4388706.16731338 6523685.70295487, 4388705.85481476 6523688.54669664, 4388706.04231457 6523690.64044052, 4388741.13597147 6523742.01528517, 4388760.51090807 6523697.98416013, 4388755.51092221 6523695.98416679, 4388755.51092221 6523695.98416679, 4388746.44844785 6523692.32792892, 4388746.44844785 6523692.32792892, 4388737.85472215 6523688.82794053, 4388736.91722124 6523666.98425427))",EDIFICADO PH,URBANO,both,Estudio C,72,36,476000,2023-04-16,2026-04-16,11,82,1-30 días,En mora,18300,1100,19400,0,2026-03-19
126,236621,LA PLATA                                ,750,JUNIORS                                 ,1,33,60,1,1101010133060001,Perfil Con Límites,Perfil Con Límites. Sin actividad declarada. NSE sin determinar. Sin registraciones de deuda vigente en BCRA. Sin atrasos en los últimos 24 meses con entidades financieras. Sin información judicial relevada. No registra compromiso mensual asumido.,"POLYGON ((4388736.91722124 6523666.98425427, 4388706.72981142 6523683.70296059, 4388706.16731338 6523685.70295487, 4388705.85481476 6523688.54669664, 4388706.04231457 6523690.64044052, 4388741.13597147 6523742.01528517, 4388760.51090807 6523697.98416013, 4388755.51092221 6523695.98416679, 4388755.51092221 6523695.98416679, 4388746.44844785 6523692.32792892, 4388746.44844785 6523692.32792892, 4388737.85472215 6523688.82794053, 4388736.91722124 6523666.98425427))",EDIFICADO PH,URBANO,both,Estudio A,84,12,513000,2024-09-23,2025-09-23,42,42,31-60 días,En mora,59000,5700,64700,0,2026-03-07
127,236621,LA PLATA                                ,750,JUNIORS                                 ,1,33,60,1,1101010133060001,Perfil Con Límites,Perfil Con Límites. Sin actividad declarada. NSE sin determinar. Sin registraciones de deuda vigente en BCRA. Sin atrasos en los últimos 24 meses con entidades financieras. Sin información judicial relevada. No registra compromiso mensual asumido.,"POLYGON ((4388736.91722124 6523666.98425427, 4388706.72981142 6523683.70296059, 4388706.16731338 6523685.70295487, 4388705.85481476 6523688.54669664, 4388706.04231457 6523690.64044052, 4388741.13597147 6523742.01528517, 4388760.51090807 6523697.98416013, 4388755.51092221 6523695.98416679, 4388755.51092221 6523695.98416679, 4388746.44844785 6523692.32792892, 4388746.44844785 6523692.32792892, 4388737.85472215 6523688.82794053, 4388736.91722124 6523666.98425427))",EDIFICADO PH,URBANO,both,Estudio D,60,24,685000,2022-07-09,2024-07-09,40,48,31-60 días,En mora,75100,4900,80000,0,2026-03-09
128,239051,"RIESTRA, NORBERTO DE LA                 ",3531,MAULLER                                 ,2,7,11,15,1101010207011015,Perfil Con Límites,Perfil Con Límites. Sin actividad declarada. NSE sin determinar. Sin registraciones de deuda vigente en BCRA. Sin atrasos en los últimos 24 meses con entidades financieras. Sin información judicial relevada. No registra compromiso mensual asumido.,"POLYGON ((4391879.72079878 6524770.6367785, 4391868.81458054 6524771.63677733, 4391869.87707927 6524782.8867444, 4391871.00207791 6524794.69920982, 4391882.00204587 6524793.57421132, 4391879.72079878 6524770.6367785))",EDIFICADO NoPH,URBANO,both,Estudio C,60,18,416000,2024-10-18,2026-04-18,84,39,61-90 días,En mora,104100,14400,118500,0,2025-12-31
129,239051,"RIESTRA, NORBERTO DE LA                 ",3531,MAULLER                                 ,2,7,11,15,1101010207011015,Perfil Con Límites,Perfil Con Límites. Sin actividad declarada. NSE sin determinar. Sin registraciones de deuda vigente en BCRA. Sin atrasos en los últimos 24 meses con entidades financieras. Sin información judicial relevada. No registra compromiso mensual asumido.,"POLYGON ((4391879.72079878 6524770.6367785, 4391868.81458054 6524771.63677733, 4391869.87707927 6524782.8867444, 4391871.00207791 6524794.69920982, 4391882.00204587 6524793.57421132, 4391879.72079878 6524770.6367785))",EDIFICADO NoPH,URBANO,both,Estudio C,72,24,510000,2022-11-19,2024-11-19,49,53,31-60 días,En mora,68500,6600,75100,0,2026-02-27
130,239157,SOLARES                                 ,149,MAULLER                                 ,2,7,14,38,1101010207014038,Perfil Adecuado,"Perfil Adecuado. Con actividad. NSE sin determinar. De cumplimiento normal con entidades financieras. Sin atrasos en los últimos 24 meses con entidades financieras. Sin información judicial relevada. Registra un compromiso mensual entre $57.500,00 y $58.000,00.","POLYGON ((4391606.40909401 6524791.44926187, 4391607.47159221 6524799.32423876, 4391618.40906034 6524798.26174009, 4391639.65899834 6524795.57424449, 4391638.84649942 6524787.69926756, 4391606.40909401 6524791.44926187))",EDIFICADO NoPH,URBANO,both,Estudio C,60,48,302000,2023-09-11,2027-09-11,16,65,1-30 días,En mora,121100,6000,127100,6300,2026-03-09
131,239175,"CHICLANA, FELICIANO                     ",3226,MAULLER                                 ,2,7,17,2,1101010207017002,Perfil Excelente,Perfil Excelente. Empresa N/a. Sector económico: Servicios de la administracion publica. De cumplimiento normal con entidades financieras. Sin atrasos en los últimos 24 meses con entidades financieras. Sin información judicial relevada.,"POLYGON ((4391512.75310416 6524722.13697883, 4391501.37813727 6524723.07447794, 4391505.25312798 6524735.01194254, 4391514.3781014 6524734.19944344, 4391512.75310416 6524722.13697883))",BALDIO,URBANO,both,Estudio C,84,48,378000,2022-11-07,2026-11-07,0,93,Al día,Vigente,55400,3800,59200,7900,2026-03-27
132,239175,"CHICLANA, FELICIANO                     ",3226,MAULLER                                 ,2,7,17,2,1101010207017002,Perfil Excelente,Perfil Excelente. Empresa N/a. Sector económico: Servicios de la administracion publica. De cumplimiento normal con entidades financieras. Sin atrasos en los últimos 24 meses con entidades financieras. Sin información judicial relevada.,"POLYGON ((4391512.75310416 6524722.13697883, 4391501.37813727 6524723.07447794, 4391505.25312798 6524735.01194254, 4391514.3781014 6524734.19944344, 4391512.75310416 6524722.13697883))",BALDIO,URBANO,both,Estudio A,120,12,391000,2023-04-30,2024-04-30,0,90,Al día,Vigente,0,0,0,32600,2026-03-14
133,239176,PRIMERO DE OCTUBRE                      ,218,MAULLER                                 ,2,7,17,4,1101010207017004,Perfil Excelente,Perfil Excelente. Empresa N/a. Sector económico: Servicios de la administracion publica. De cumplimiento normal con entidades financieras. Sin atrasos en los últimos 24 meses con entidades financieras. Sin información judicial relevada.,"POLYGON ((4391511.5968561 6524713.38700449, 4391498.59689394 6524714.51200332, 4391501.37813727 6524723.07447794, 4391512.75310416 6524722.13697883, 4391511.5968561 6524713.38700449))",BALDIO,URBANO,both,Estudio C,60,48,421000,2023-01-08,2027-01-08,0,89,Al día,Vigente,79500,3900,83400,8800,2026-03-09
134,239176,PRIMERO DE OCTUBRE                      ,218,MAULLER                                 ,2,7,17,4,1101010207017004,Perfil Excelente,Perfil Excelente. Empresa N/a. Sector económico: Servicios de la administracion publica. De cumplimiento normal con entidades financieras. Sin atrasos en los últimos 24 meses con entidades financieras. Sin información judicial relevada.,"POLYGON ((4391511.5968561 6524713.38700449, 4391498.59689394 6524714.51200332, 4391501.37813727 6524723.07447794, 4391512.75310416 6524722.13697883, 4391511.5968561 6524713.38700449))",BALDIO,URBANO,both,Estudio D,60,18,622000,2024-02-12,2025-08-12,0,90,Al día,Vigente,0,0,0,34600,2026-04-03
135,239179,PRIMERO DE OCTUBRE                      ,242,MAULLER                                 ,2,7,17,10,1101010207017010,Perfil Excelente,Perfil Excelente. Empresa N/a. Sector económico: Servicios de la administracion publica. De cumplimiento normal con entidades financieras. Sin atrasos en los últimos 24 meses con entidades financieras. Sin información judicial relevada.,"POLYGON ((4391490.25316394 6524688.69957984, 4391493.03440728 6524697.32455428, 4391509.28435998 6524695.94955566, 4391508.096862 6524687.19958133, 4391490.25316394 6524688.69957984))",BALDIO,URBANO,both,Estudio B,60,36,534000,2022-03-30,2025-03-30,0,90,Al día,Vigente,0,0,0,14800,2026-03-28
136,239179,PRIMERO DE OCTUBRE                      ,242,MAULLER                                 ,2,7,17,10,1101010207017010,Perfil Excelente,Perfil Excelente. Empresa N/a. Sector económico: Servicios de la administracion publica. De cumplimiento normal con entidades financieras. Sin atrasos en los últimos 24 meses con entidades financieras. Sin información judicial relevada.,"POLYGON ((4391490.25316394 6524688.69957984, 4391493.03440728 6524697.32455428, 4391509.28435998 6524695.94955566, 4391508.096862 6524687.19958133, 4391490.25316394 6524688.69957984))",BALDIO,URBANO,both,Estudio C,96,36,374000,2024-07-07,2027-07-07,0,91,Al día,Vigente,155700,12300,168000,10400,2026-03-20
137,239180,PRIMERO DE OCTUBRE                      ,248,MAULLER                                 ,2,7,17,12,1101010207017012,Perfil Excelente,Perfil Excelente. Empresa N/a. Sector económico: Servicios de la administracion publica. De cumplimiento normal con entidades financieras. Sin atrasos en los últimos 24 meses con entidades financieras. Sin información judicial relevada.,"POLYGON ((4391506.94061394 6524678.449607, 4391487.47192061 6524680.13710522, 4391490.25316394 6524688.69957984, 4391508.096862 6524687.19958133, 4391506.94061394 6524678.449607))",BALDIO,URBANO,both,Estudio A,72,18,206000,2024-09-17,2026-03-17,0,90,Al día,Vigente,0,0,0,11400,2026-03-12
138,239180,PRIMERO DE OCTUBRE                      ,248,MAULLER                                 ,2,7,17,12,1101010207017012,Perfil Excelente,Perfil Excelente. Empresa N/a. Sector económico: Servicios de la administracion publica. De cumplimiento normal con entidades financieras. Sin atrasos en los últimos 24 meses con entidades financieras. Sin información judicial relevada.,"POLYGON ((4391506.94061394 6524678.449607, 4391487.47192061 6524680.13710522, 4391490.25316394 6524688.69957984, 4391508.096862 6524687.19958133, 4391506.94061394 6524678.449607))",BALDIO,URBANO,both,Estudio B,84,18,380000,2023-09-10,2025-03-10,0,95,Al día,Vigente,0,0,0,21100,2026-04-01
139,239182,PRIMERO DE OCTUBRE                      ,264,MAULLER                                 ,2,7,17,16,1101010207017016,Perfil Excelente,Perfil Excelente. Empresa N/a. Sector económico: Servicios de la administracion publica. De cumplimiento normal con entidades financieras. Sin atrasos en los últimos 24 meses con entidades financieras. Sin información judicial relevada.,"POLYGON ((4391484.65942737 6524671.5121308, 4391505.75311597 6524669.69963267, 4391504.5968679 6524661.01215816, 4391481.87818404 6524662.94965618, 4391484.65942737 6524671.5121308))",BALDIO,URBANO,both,Estudio B,60,18,355000,2023-08-23,2025-02-23,0,89,Al día,Vigente,0,0,0,19700,2026-04-01
140,239182,PRIMERO DE OCTUBRE                      ,264,MAULLER                                 ,2,7,17,16,1101010207017016,Perfil Excelente,Perfil Excelente. Empresa N/a. Sector económico: Servicios de la administracion publica. De cumplimiento normal con entidades financieras. Sin atrasos en los últimos 24 meses con entidades financieras. Sin información judicial relevada.,"POLYGON ((4391484.65942737 6524671.5121308, 4391505.75311597 6524669.69963267, 4391504.5968679 6524661.01215816, 4391481.87818404 6524662.94965618, 4391484.65942737 6524671.5121308))",BALDIO,URBANO,both,Estudio D,72,48,415000,2024-02-07,2028-02-07,0,95,Al día,Vigente,190600,11300,201900,8600,2026-03-26
141,239190,SOLARES                                 ,252,MAULLER                                 ,2,7,18,7,1101010207018007,Perfil Nulo,Perfil Nulo. Persona fallecida. (Fuente: AFIP),"POLYGON ((4391577.15915952 6524672.38711334, 4391542.6905099 6524675.57460961, 4391543.78425815 6524684.32458395, 4391578.15915805 6524681.1995875, 4391577.15915952 6524672.38711334))",EDIFICADO NoPH,URBANO,both,Estudio A,84,18,1697000,2022-08-07,2024-02-07,480,7,+180 días,En mora,1357600,1499700,2857300,94300,2024-12-22
142,239192,SOLARES                                 ,264,MAULLER                                 ,2,7,18,9,1101010207018009,Perfil Nulo,Perfil Nulo. Persona fallecida. (Fuente: AFIP),"POLYGON ((4391575.15916251 6524655.01216426, 4391540.50301341 6524658.07466093, 4391541.59676164 6524666.76213546, 4391576.15916102 6524663.6996388, 4391575.15916251 6524655.01216426))",EDIFICADO NoPH,URBANO,both,Estudio B,84,12,251000,2024-04-01,2025-04-01,276,9,+180 días,En mora,189800,120600,310400,0,2025-07-12
143,239192,SOLARES                                 ,264,MAULLER                                 ,2,7,18,9,1101010207018009,Perfil Insuficiente,"Perfil Insuficiente. Con actividad. NSE sin determinar. Con mora vigente en el sistema financiero. Con mora en los últimos 6 meses según BCRA. Sin información judicial relevada. Registra un compromiso mensual entre $77.000,00 y $77.500,00.","POLYGON ((4391575.15916251 6524655.01216426, 4391540.50301341 6524658.07466093, 4391541.59676164 6524666.76213546, 4391576.15916102 6524663.6996388, 4391575.15916251 6524655.01216426))",EDIFICADO NoPH,URBANO,both,Estudio B,96,18,487000,2022-08-28,2024-02-28,88,26,61-90 días,En mora,117400,27200,144600,0,2026-01-20
144,239192,SOLARES                                 ,264,MAULLER                                 ,2,7,18,9,1101010207018009,Perfil Con Límites,Perfil Con Límites. Sin actividad declarada. NSE sin determinar. Sin registraciones de deuda vigente en BCRA. Sin atrasos en los últimos 24 meses con entidades financieras. Sin información judicial relevada. No registra compromiso mensual asumido.,"POLYGON ((4391575.15916251 6524655.01216426, 4391540.50301341 6524658.07466093, 4391541.59676164 6524666.76213546, 4391576.15916102 6524663.6996388, 4391575.15916251 6524655.01216426))",EDIFICADO NoPH,URBANO,both,Estudio D,108,12,765000,2024-01-12,2025-01-12,30,54,1-30 días,En mora,62900,5600,68500,63800,2026-02-26
145,239192,SOLARES                                 ,264,MAULLER                                 ,2,7,18,9,1101010207018009,Perfil Adecuado,"Perfil Adecuado. Con actividad. NSE D1. De cumplimiento normal con entidades financieras. Sin atrasos en los últimos 24 meses con entidades financieras. Registra información judicial relevada y/o edictos publicados. Registra un compromiso mensual entre $51.000,00 y $51.500,00.","POLYGON ((4391575.15916251 6524655.01216426, 4391540.50301341 6524658.07466093, 4391541.59676164 6524666.76213546, 4391576.15916102 6524663.6996388, 4391575.15916251 6524655.01216426))",EDIFICADO NoPH,URBANO,both,Estudio D,84,18,388000,2022-12-01,2024-06-01,29,57,1-30 días,En mora,30800,2100,32900,21600,2026-02-28
146,239291,PEDERNERA GENERAL                       ,237,MAULLER                                 ,2,7,21,22,1101010207021022,Perfil Nulo,Perfil Nulo. Persona fallecida. (Fuente: AFIP),"POLYGON ((4391830.78342393 6524667.44958689, 4391860.595837 6524663.94959229, 4391870.15830911 6524662.82459403, 4391869.18956031 6524652.88712312, 4391829.75217531 6524657.51211599, 4391830.78342393 6524667.44958689))",BALDIO,URBANO,both,Estudio A,120,6,1861000,2024-03-28,2024-09-28,365,23,+180 días,En mora,1488800,1786600,3275400,0,2025-04-18
147,239292,PEDERNERA GENERAL                       ,229,MAULLER                                 ,2,7,21,23,1101010207021023,Perfil Adecuado,"Perfil Adecuado. Con actividad. NSE sin determinar. De cumplimiento normal con entidades financieras. Sin atrasos en los últimos 24 meses con entidades financieras. Registra información judicial relevada y/o edictos publicados. Registra un compromiso mensual entre $155.500,00 y $156.000,00.","POLYGON ((4391831.93967236 6524678.51205449, 4391861.72083552 6524675.01205989, 4391860.595837 6524663.94959229, 4391830.78342393 6524667.44958689, 4391831.93967236 6524678.51205449))",BALDIO,URBANO,both,Estudio A,96,6,278000,2024-05-16,2024-11-16,2,66,1-30 días,En mora,1500,100,1600,46300,2026-04-04
148,239292,PEDERNERA GENERAL                       ,229,MAULLER                                 ,2,7,21,23,1101010207021023,Perfil Bueno,Perfil Bueno. Con actividad. NSE C2. Sin registraciones de deuda vigente en BCRA. Sin atrasos en los últimos 24 meses con entidades financieras. Sin información judicial relevada. No registra compromiso mensual asumido.,"POLYGON ((4391831.93967236 6524678.51205449, 4391861.72083552 6524675.01205989, 4391860.595837 6524663.94959229, 4391830.78342393 6524667.44958689, 4391831.93967236 6524678.51205449))",BALDIO,URBANO,both,Estudio D,72,36,454000,2022-08-17,2025-08-17,17,63,1-30 días,En mora,21100,1200,22300,12600,2026-03-16
149,239292,PEDERNERA GENERAL                       ,229,MAULLER                                 ,2,7,21,23,1101010207021023,Perfil Adecuado,"Perfil Adecuado. Con actividad. NSE sin determinar. De cumplimiento normal con entidades financieras. Sin atrasos en los últimos 24 meses con entidades financieras. Sin información judicial relevada. Registra un compromiso mensual entre $202.000,00 y $202.500,00.","POLYGON ((4391831.93967236 6524678.51205449, 4391861.72083552 6524675.01205989, 4391860.595837 6524663.94959229, 4391830.78342393 6524667.44958689, 4391831.93967236 6524678.51205449))",BALDIO,URBANO,both,Estudio A,72,6,207000,2023-11-08,2024-05-08,32,53,31-60 días,En mora,18100,1100,19200,0,2026-03-02
150,239592,"PARERA, BLAS                            ",3230,MAULLER                                 ,2,7,35,48,1101010207035048,Perfil Insuficiente,"Perfil Insuficiente. Con actividad. NSE C3. Con atrasos vigentes en el sistema financiero. Con mora en los últimos 24 meses según BCRA. Sin información judicial relevada. Registra un compromiso mensual entre $612.500,00 y $613.000,00.","POLYGON ((4391472.90942697 6524458.5752528, 4391447.56575082 6524461.26274906, 4391452.47199238 6524496.95014435, 4391476.84692133 6524494.26264825, 4391472.90942697 6524458.5752528))",EDIFICADO NoPH,URBANO,both,Estudio D,72,24,283000,2023-07-01,2025-07-01,84,39,61-90 días,En mora,65100,10800,75900,0,2025-12-29
151,239592,"PARERA, BLAS                            ",3230,MAULLER                                 ,2,7,35,48,1101010207035048,Perfil Con Límites,Perfil Con Límites. Sin actividad declarada. NSE sin determinar. Sin registraciones de deuda vigente en BCRA. Sin atrasos en los últimos 24 meses con entidades financieras. Sin información judicial relevada. No registra compromiso mensual asumido.,"POLYGON ((4391472.90942697 6524458.5752528, 4391447.56575082 6524461.26274906, 4391452.47199238 6524496.95014435, 4391476.84692133 6524494.26264825, 4391472.90942697 6524458.5752528))",EDIFICADO NoPH,URBANO,both,Estudio B,96,36,431000,2022-11-19,2025-11-19,53,42,31-60 días,En mora,62600,8700,71300,12000,2026-02-09
152,239659,PEDERNERA GENERAL                       ,430,MAULLER                                 ,2,7,38,13,1101010207038013,Perfil Nulo,Perfil Nulo. Persona fallecida. (Fuente: AFIP),"POLYGON ((4391765.40857541 6524432.38778194, 4391766.03357477 6524439.57526091, 4391789.81475548 6524437.13776418, 4391789.06475649 6524429.88778542, 4391765.40857541 6524432.38778194))",EDIFICADO NoPH,URBANO,both,Estudio D,72,36,655000,2023-10-07,2026-10-07,381,19,+180 días,En mora,633400,476000,1109400,18200,2025-03-16
153,239684,"ESNAOLA, JUAN PEDRO                     ",3462,MAULLER                                 ,2,7,39,7,1101010207039007,Perfil Bueno,"Perfil Bueno. Con actividad. NSE C2. De cumplimiento normal con entidades financieras. Sin atrasos en los últimos 24 meses con entidades financieras. Sin información judicial relevada. Registra un compromiso mensual entre $70.500,00 y $71.000,00.","POLYGON ((4391745.75237531 6524388.70041232, 4391738.97114504 6524389.26291177, 4391739.53364421 6524394.2003973, 4391741.72114102 6524413.70034017, 4391748.37737164 6524413.13784074, 4391745.75237531 6524388.70041232))",EDIFICADO NoPH,URBANO,both,Estudio B,120,18,453000,2024-12-23,2026-06-23,1,62,1-30 días,En mora,65000,6400,71400,25200,2026-04-06
154,239684,"ESNAOLA, JUAN PEDRO                     ",3462,MAULLER                                 ,2,7,39,7,1101010207039007,Perfil Con Límites,"Perfil Con Límites. Sin actividad declarada. NSE sin determinar. De cumplimiento normal con entidades financieras. Sin atrasos en los últimos 24 meses con entidades financieras. Sin información judicial relevada. Registra un compromiso mensual entre $211.000,00 y $211.500,00.","POLYGON ((4391745.75237531 6524388.70041232, 4391738.97114504 6524389.26291177, 4391739.53364421 6524394.2003973, 4391741.72114102 6524413.70034017, 4391748.37737164 6524413.13784074, 4391745.75237531 6524388.70041232))",EDIFICADO NoPH,URBANO,both,Estudio B,84,12,874000,2022-01-03,2023-01-03,57,50,31-60 días,En mora,136500,17900,154400,0,2026-02-22
155,239876,"GARZON, AGUSTIN                         ",1235,CENTRO                                  ,2,8,1,13,1101010208001013,Perfil Nulo,Perfil Nulo. Persona fallecida. (Fuente: AFIP),"POLYGON ((4388881.05677863 6523361.53348135, 4388889.07062833 6523367.51457092, 4388904.16098825 6523347.52152522, 4388896.08931755 6523341.40949956, 4388881.05677863 6523361.53348135))",EDIFICADO NoPH,URBANO,both,Estudio C,120,48,339000,2024-11-14,2028-11-14,228,18,+180 días,En gestión judicial,339000,254100,593100,7100,2025-08-18
156,239877,"GARZON, AGUSTIN                         ",1229,CENTRO                                  ,2,8,1,14,1101010208001014,Perfil Nulo,Perfil Nulo. Persona fallecida. (Fuente: AFIP),"POLYGON ((4388866.02423972 6523381.65746314, 4388896.08931755 6523341.40949956, 4388874.96068616 6523325.40491387, 4388844.97617708 6523365.42540487, 4388866.02423972 6523381.65746314))",EDIFICADO NoPH,URBANO,both,Estudio A,108,48,287000,2024-07-27,2028-07-27,420,25,+180 días,En mora,287000,356700,643700,0,2025-01-29
157,240023,"GARZON, AGUSTIN                         ",1623,SAN VICENTE                             ,2,8,16,20,1101010208016020,Perfil Adecuado,"Perfil Adecuado. Con actividad. NSE sin determinar. De cumplimiento normal con entidades financieras. Sin atrasos en los últimos 24 meses con entidades financieras. Sin información judicial relevada. Registra un compromiso mensual entre $136.000,00 y $136.500,00.","POLYGON ((4389424.19643431 6523382.23496974, 4389408.69647941 6523383.64121819, 4389409.9152279 6523395.89118234, 4389410.44647726 6523401.29741652, 4389410.85692464 6523405.40188342, 4389426.45308459 6523404.12429496, 4389424.19643431 6523382.23496974))",EDIFICADO NoPH,URBANO,both,Estudio C,84,24,2404000,2023-08-04,2025-08-04,33,57,31-60 días,En mora,217300,16500,233800,100200,2026-03-08
